评论名称,评分星级,评论内容,评论时间
烙鱼,s-star3,韩美林艺术馆很有艺术气息，整个植物园很大，人也不多，是散步散心的好场所。,2017-05-01 16:36:23
贝贝妞,s-star5,居然在杭州找到了媲美《三生三世十里桃花》的仙境！,2017-04-16 09:38:19
胜利丫,s-star3,杭州植物园跟上海植物园比起来，可看的花少多了。其中的盆景园却意外的大，多是松柏类植物。,2017-04-13 08:47:05
A Bee Fan,s-star4,菊花展的时候去的， 貌似门票10块（可能用了学生证），那时候菊花非常非常多， 无论多少游客都可以承载， 印象还是不错的。,2017-04-07 11:51:17
我是妈妈桑,s-star4,初春看梅花，初秋看桂~一般这两个时节会和家人去这一带走走~,2017-03-18 18:04:46
口十子,s-star3,太一般了，可能是我去的季节不对，3月中旬,2017-03-17 16:25:07
蚂蜂窝用户,s-star5,灵峰赏梅，十元门票，建议从青芝坞门口进入，也可在凤起路地铁口下，穿过北山街过去,2017-02-26 19:21:55
fover1729,s-star5,朋友推荐，赏腊梅的好地方。春节期间，腊梅盛开，满园都是香气。,2017-02-22 16:31:37
赵火丁,s-star4,根据不同的功能可分为：观赏植物区（专类园），植物分类区，经济植物区，森林公园。漂亮。,2017-02-20 21:29:53
心在远方,s-star4,根据不同的功能可分为：观赏植物区（专类园），植物分类区，经济植物区，森林公园。漂亮。,2017-02-08 15:58:03
_James-Wei,s-star4,景色不错，值得一去，还会再来哦,2017-01-26 13:51:16
香雪兰,s-star5,浙大后花园，力荐，梅花、桃花、樱花、玉兰次第开，什么时候去都很美，秋天还有菊花展，去多少次都不腻哦！！！！,2017-01-11 13:54:46
涂藤,s-star5,同伴们都在植物园里找到了很多四叶草。大家也可以找找哦,2017-01-04 20:43:38
浅笑。,s-star4,真的好美，氧气满满的一个好地方！好仙的感觉，早上笼罩一层薄雾真的很美。,2016-12-12 21:13:27
敏,s-star4,植物园中植物品种众多，各种鲜花争奇斗艳,2016-11-20 14:10:24
"leo,",s-star4,不在行程中的一个景点，要去青芝坞必须穿过植物园。十月份桂花正开，满园的桂花香，仿佛置身世外桃源。,2016-10-10 15:26:40
麻辣黄连,s-star5,杭州植物园不是很大，感觉就一个字——绿！在植物园门口有一大片的竹林真的非常好看。,2016-10-08 12:13:39
刘敏,s-star3,音乐喷泉，20点开始，20:10结束，错过时间的就不要赶过去了，人比较多，基本要靠自拍杆才能看到湖面。喷泉质量一般，可能是因为看过上海欢乐谷的3D电、光、火、水喷泉了，感觉这个还是不是很震撼，实话实说，勿喷,2019-02-07 22:36:30
聪明鸡,s-star5,西湖音乐喷泉每天晚上有两次展示表演，晚七点和晚八点。喷泉正对面的空场上有一些座椅，很早就有游客占座等待，周围会放置围栏设置进出通道，提前约半小时就有游客聚集过来等待了。每次演出会播放三只曲目，共播放12分钟，有圆舞曲和民族乐曲。夜晚降临，天色渐暗，西湖沿岸的灯光秀丽，美丽的喷泉随音乐的节奏和起伏时而轻柔时而铿锵时而低伏时而高冲，观众的情绪也被调动起来。表演结束观众会有序疏散，这时还可以在西湖边走走，拍到漂亮的照片。,2019-02-05 15:57:22
遇见比非图,s-star5,西湖音乐喷泉非常壮观！一晚有两场，慕名而来的观众非常多，最前面三排是有座位的，视觉一流，想去的请早！第一场是晚7点，第二场是晚8点，听说第一场非常早就有人去等位置了。我去的那天是7点半到达，第一场散场不久，但已经没有座位了，想有座位的可以7点就去，等第一场的人走了就可以到前排。,2019-06-09 21:54:38
醉迷狐,s-star4,西湖音乐喷泉位于湖滨三公园附近湖面上，长126米的“音乐喷泉”向人们展现夜晚西湖的迷人风姿。演出时间是每晚19:00、20:00各一场，每场播放三曲。计划看20:00场的喷泉，还差二十多分钟，就赶到了湖边，但已经是人头攒动了，大人小孩，都是来看喷泉的。好不容易找到一个人少一点的靠湖围栏，只是位置有些偏。后来发现，观看喷泉最正的位置有不少临时座椅，被单独隔离出一个区域，应该是特殊付费人群吧，享有VIP待遇。三首乐曲总共十五分钟左右，伴随着唯美的乐声响起，五颜六色的喷泉呈现出华丽的身姿，在夜空、湖水的映衬下，开始了光与水的表演，甚是好看。,2019-05-02 10:54:22
zhm_jinan,s-star3,喷泉看的比较多了，基本都没有太大的感觉,2019-09-03 11:42:39
Glenda,s-star5,音乐喷泉很多地方都有，但是西湖的音乐喷泉胜在音乐和喷泉造型的契合程度很高，真得仿若给音乐伴舞。,2019-07-06 11:39:09
鱼儿喜爱水,s-star5,每晚7点，音乐喷泉，恰好坐西湖游船归来，在船上就能直接看了。开始的音乐居然是梁祝~,2019-06-27 14:18:15
JC,s-star5,游客必看的一个项目，就是音乐加上喷泉,2019-06-10 10:00:31
马蜂窝用户,s-star5,7点8点各一场，每次三个曲目，好看的，共3排座椅，提前40分钟来可以占到前两排。,2019-06-06 20:16:39
momo长颈鹿🍩,s-star5,西湖边人多多，音乐喷泉的曲子相对国际化一些~,2019-06-05 15:06:20
guwei68,s-star2,冷得要死，又下雨，风又大，快开始时是进不去的，需要提早至少半个小时，人还蛮多的，但是觉得没多大特色，其他很多地方也有,2019-05-15 15:02:50
尤麗,s-star4,满满的人头 原谅我个头小 看不到,2019-05-02 19:32:34
你笑起来IS好天气,s-star5,我去，又来 今天不是上传过一回了嘛西湖必打卡，不过现在很多地方都开始流行音乐喷泉了,2019-04-19 16:45:51
vania,s-star5,除了人人人人多，其他啥都好，哈哈哈哈,2019-04-10 09:44:40
小靖,s-star5,冬天去看的，湖边很冷，一共有两场，看了两遍，很好看，人也很多，旁边就是商业街，看完喷泉可以去购物，也可以去吃外婆家！,2019-04-06 10:01:55
小猪猪侠,s-star5,在湖滨区域，很好看的，现在是新的西湖景色。,2019-04-04 15:16:51
张麒麟丶,s-star4,西湖音乐喷泉位于湖滨三公园附近湖面上，长126米的“音乐喷泉”向人们展露迷人风姿。 演出时间是每晚19:00、20:00各一场，每场播放三曲。,2019-04-02 15:55:18
河边橡树林,s-star4,音乐喷泉的背景音乐还是不错的，只不过喷泉已经被国内的后来者超越了。,2019-04-02 13:53:59
糸一颗小宇宙,s-star5,【121103】第一次看音乐喷泉，BGM《鸿雁》很感动,2019-03-13 21:18:10
马蜂窝用户,s-star2,和其他城市的音乐喷泉相比，真的有点弱爆了，而且还限流，差评,2019-03-04 00:47:34
城上旗下,s-star4,每晚8点开放，时长15-30分钟，喷泉随音乐旋律节奏变化多端，令人遐想无止境。,2019-02-28 15:16:01
酒后重影,s-star4,西湖人造风光，值得去看看，每天晚上7点8点各一场，10分钟吧,2019-02-26 14:05:01
快乐每天,s-star5,"西湖音乐喷泉位于湖滨三公园附近湖面上，长126米的""音乐喷泉""向人们展露迷人风姿。（2012年8月20日游览）",2019-02-21 13:55:12
漫漫,s-star4,西湖边地铁口旁，时间不是很长，但是晚上还是挺漂亮的,2019-02-13 21:36:06
咚咚咚,s-star4,人很多，如果想看清楚。至少提前两个小时去湖边占地儿。如果第一次看确实会觉得很漂亮。惊艳也谈不上。就是颜色的变换。,2019-02-13 16:18:42
COOPERATIO,s-star5,看的人很多，不过的确是挺好看的,2019-02-13 09:31:10
Austin,s-star5,到这的时候18:10。前面的座位已经坐满，只能站在后面第二排。一直等到19:00开始表演。当天只放了3首音乐。十分钟就结束了。但效果相当震撼。可惜不知道怎么放视频~嗯，一个字，值。俩字，真美。仨字：去早点。另外散场的时候人非常多，建议稍微等几分钟再下地铁站，务必注意安全。,2019-02-11 19:35:59
梦比优斯,s-star4,这个喷泉晚上很多人看，建议早点去排好队。,2019-02-04 14:51:56
candy璐璐,s-star1,这一颗星是给入口管理的，素质特别差，当时我们距离入口就十步左右，明明看到我们过来了，还故意把门关上！说是时间到了！当时离7点还差好几分钟好吗！！！呵呵！音乐喷泉也就十五分钟，先不说好不好看（没啥好看的），看不看都无所谓，但是好心情却被毁了,2019-01-31 21:12:53
刘朱点,s-star4,音乐喷泉最近观赏点座位很少，必须要早早的就去。从下午就开始摆放隔离栅栏，保安人数不少维持秩序，很不错。个人认为，离远一点观看效果更佳。,2019-01-29 22:25:32
月色莲华,s-star4,算不得十分震撼，大概每个大城市总有这项景点吧，但放在西湖总感觉有点违和感。三首歌10分钟时间，有制服人员在现场维持秩序，看完还往外赶人。。。,2019-01-21 19:21:40
木木疋,s-star5,在杭州最繁华的地方，可以在附近湖滨银泰逛逛,2019-01-18 13:55:48
乘客旅途,s-star5,到西湖一定要看音乐喷泉，很漂亮,2019-01-15 10:15:48
心若安然,s-star5,特别漂亮，只是人特别多，得事先一个小时找好位置,2019-01-14 14:33:16
马蜂窝用户,s-star4,湖滨三公园  是一座可以通过水形变化来表现乐曲的音乐喷泉,2019-01-11 16:12:32
defo,s-star4,音乐喷泉不错，还是值得观赏下的。,2019-01-09 16:28:07
猛犸,s-star3,景还是不错的，但就是人太多太多了，体验不好,2019-01-05 16:43:57
清欢,s-star4,很久之前看过一次，那次印象深刻。这次觉得好像不如以前震撼了，但是还是值得去一下的~,2019-01-03 21:15:35
pearl,s-star4,晚上七八点各有一次表演。七点那场，要在六点半前就到，不然人多的挤不到湖边,2019-01-03 19:37:42
almost_lover13,s-star4,每天七点八点两场，靠前的位置摆了座椅，需要买门票，其他地方就免费了。音乐喷泉一共听了三首歌。,2018-12-31 20:47:04
hi七月,s-star5,整修前去过，那时喷泉还很小，但是感觉很好。,2018-12-29 10:32:02
CARTON,s-star4,还不错，挺漂亮的，就是人山人海的,2018-12-06 14:26:35
满天星022,s-star5,因为先在苏州金鸡湖看过了音乐喷泉，对比之下这个喷泉就没那么美了，不过真的要赞一下安保！苏杭两地的安保都杠杠滴，必须赞赞赞！西湖的音乐喷泉比广州花城广场的音乐喷泉不知道美多少倍！以至于我现在都不愿意看花城广场的喷泉了！真的是要多出去走走，才能见多识广，不为身边的人事物所制约！,2018-11-30 17:13:58
melody,s-star5,人很多，想要看喷泉的话最好早一些去找个好位置,2018-11-22 18:30:57
LeeDaping,s-star4,游西湖真的不能错过这个音乐喷泉，特别美，可以早点去有位置坐,2018-11-20 10:39:05
有李行遍天下,s-star4,"西湖音乐喷泉作为游西湖首站，位于湖滨三公园附近湖面上，长126米的""音乐喷泉""向人们展露迷人风姿。",2018-11-16 11:45:59
zl,s-star3,这个喷泉有点小啊没有震撼的感觉,2018-11-15 10:45:14
Viya,s-star3,G20期间去的，人相对比较好，走在西湖边都很空旷，只有音乐喷泉这边站满了人。喷泉19:00、20:00各一场，我把两场都看了，整体上还可以。,2018-11-09 22:41:17
毛毛,s-star5,西湖音乐喷泉位于湖滨三公园附近湖面上，长126米的“音乐喷泉”向人们展露迷人风姿。 2016年5月1日晚间，西湖音乐喷泉经过大半年的整改，重新开放。,2018-11-04 23:51:40
ParkerChao,s-star3,可以错过，看着也不错，湖边可能有小松鼠,2018-11-04 01:37:41
行者,s-star5,很震撼的音乐喷泉，以前是有凳子可以坐着观赏，秩序井然。前几年好像凳子撤掉了，乱哄哄的。现在不知怎样了。,2018-10-31 16:16:09
小花鹿®👀,s-star5,提前5分钟就不让进了，不过远远的看效果更好,2018-10-29 20:13:06
Miss Z,s-star4,还可以，随音乐喷泉，还有灯光效果,2018-10-24 14:54:11
毛毛雨,s-star5,太漂亮，炫目了，专门等了两个小时才看到的，人好多啊,2018-10-21 13:07:06
LINDAQIU700,s-star4,晚上在西湖边的话可以看看这个音乐喷泉，还挺好看的~~,2018-10-18 14:26:56
抱着GF2的天才小田鼠,s-star5,我们大约提早了45分钟到达，结果还是前面好多人啊。一共三首歌，有《我爱你中国》，最后一首是《i'll always love you》西湖真不愧是国际化的感觉 这首歌真是不会错的选择,2018-10-18 00:02:59
三宝Alex,s-star5,一般好像只在节假日开放，要占到好的位置需要看运气,2018-10-17 16:39:46
儿宝DAYTOY,s-star3,很普通，没什么特色，而且人还挺多的，我就不推荐了。,2018-10-14 22:19:26
蚂蜂窝用户93009937,s-star3,一般，人超级多，喷泉时间短，也算不上精彩，比不上重庆南滨路，西安大雁塔的喷泉！不过秩序维持的还是挺好的！,2018-10-13 08:07:32
知行合一,s-star4,晚上的演出场面不错，但由于是G20之后的版本，少了太多杭州的元素，而多了很多国家、国际的成分，总感觉不那么对味。比如芭蕾、交响乐、茉莉花、我的祖国等，这些怎么都让人觉得更像“印象地球”，而非“印象西湖”。,2018-10-05 22:58:51
六度人生-笑笑,s-star5,去西湖喷泉看了音乐喷泉，演出非常精彩，买的vip座位，还是觉得挺值的。看完演出出来，打车回宾馆有点难，,2018-09-30 12:27:19
Moco,s-star5,吃完晚饭奔赴西湖，准备看喷泉！西湖早已人山人海，已经挤不进去内场，只能远远的看着，占不到好位置没能一览全部，颇为遗憾。,2018-09-08 17:40:17
小曦,s-star4,西湖的音乐喷泉一定要早点去看，因为人很多...上次去的时候已经比较晚了  所以站的位置很偏  只看到了一个没有音乐的音乐喷泉。不过只是看看没有音乐也是挺好看的哈哈哈，录了视频  回去自己配的音乐。,2018-09-03 13:00:38
阿言,s-star5,好看，人特别多，夏天蚊虫肆虐，很是吃苦，喷泉一开始就下大雨，坚持看下来，体验难得,2018-09-01 19:56:48
尛-贝,s-star5,需要早点过去占位，实在是太多人了！,2018-08-30 13:44:20
九月,s-star5,要早点去排位置，人很多！梁祝是保留曲目,2018-08-29 10:34:13
以地为舆四时为马,s-star5,非常美非常有特色，来杭州不容错过的,2018-08-28 20:56:08
虫二,s-star4,在一个湖景里，还是体验很好的。推荐。,2018-08-25 16:43:56
Niklaus,s-star5,西湖音乐喷泉位于湖滨三公园附近湖面上，长126米的“音乐喷泉”向人们展露迷人风姿。,2018-08-20 23:34:10
一只睡不醒的球球,s-star5,这个是晚上九点结束的，所以我们赶着最后一波进去的，音乐喷泉非常美，时间大概是20分钟。大家都坐着台阶上观看，秩序很好,2018-08-20 15:54:37
小生活,s-star3,每天表演的场次太少，时间太短，导致人超多，没必要特意去看。,2018-08-19 16:04:13
べ藍色海沙,s-star5,音乐喷泉每天二场，晚7点8点各一场，如果想要坐位或是好地方，尽量提早去，我们是差5分钟开始到那里已经是人山人海了，看完第一场，我们挤到了前面有了第一排的坐位，等着第二场的开始，想好好再欣赏一遍。喷泉随着音乐声上下起伏，在彩灯的照射下，格外优美。,2018-08-17 16:58:47
飞鸽,s-star5,这个就很期待了，那天下雨，我们身上的羽绒服都能拧出水来了还是一直音乐喷泉,2018-08-17 14:50:16
七月🎸,s-star5,的演出时间是每晚19:00、20:00各一场，每场持续20分钟的样子。喷泉秀是绝对值得等待，人群中的欢呼和惊叹声此起彼伏。灯光+音乐的视听盛宴不仅带来愉悦的感官体验，也让这个城市夜晚多了一丝浪漫。,2018-08-14 23:52:37
Ellen,s-star5,带爸爸妈妈去看 他们🈵️喜欢的嘞,2018-08-12 13:15:08
祝.海纳百川.潮涌,s-star5,空气异常清新，林区内气温舒适，环境洁静、重要的是，负氧离子爆表，让人深深感受到森林浴康养的魅力所在…,2019-08-22 22:55:26
书叉脸困觉猪,s-star5,天目山的民宿已经很有规模和知名度了。取的名字也很文艺，翡冷翠·鸢尾，听蝉居，澄境，竹轩苑，云别院，不一而足。向明说，20年前，这里就搞民宿了，政府大力倡导支持，发展得很快。你看，一路都是。假期，主要是上海，江浙一带的人，来这里，一住就是几个星期，一个月的。他们就是来避暑，来这里过日子的。一户人家，几户人家一起，全家老少出动。从山上，绕到另一边山下，又绕上去，天目山哪里是一座山，它延绵不绝，简直是山的世界。一路上，向明聊的很多。有这个向导，我们对天目山的了解更直接了。天目山是名副其实的“大树王国”。这里古杉、古松、古银杏和其它原生古树比比皆是，树龄在千年以上的有580余株，500年以上的有820余株，百年以上的不计其数。即将亲历亲见，长些见识，即使我的脚可怜兮兮一点，也是不虚此行的。进入景区，马上就感受到了鸟的天地，大树的世界。第一次听到了小小的知了，声音竟然如此清亮，简直穿透了整个山林，好不新奇。在天目山旅行，主要就是爬山、看树。每一棵树，都承载着一段历史。游，就是要走在路上，和自然一起。置身古树群中，呼吸着天然氧吧的清新空气，寻找的心中的那份静谧，或许就是旅行的意义吧。,2019-08-01 16:34:20
sky,s-star5,天目山拥有世界上规模最大的巨型柳杉群。大树王国景区从龙凤尖停车场进入，按着地图中的粗线条顺时针转一圈即可游览其精华，其中到入口-四面峰-倒挂莲花-五世同堂-大树王都是下山路，从大树王-开山老殿路线返回有些上坡路，但比下山路少，因此相对顺时针走较为轻松。沿着石阶而上，你能看到山间碧绿如新，溪水潺潺动人，偶尔有阵清风吹来，心旷神怡。顺着登山古道而行，一路上虽然没有动人心魄的美景，但光是沐浴在森林氧吧里面，享受着从树叶之间透出来的那一缕缕阳光，春天就是如此美好。出景区的路上会遇到一座开山老殿，是天目山上最早的寺院，而且一度香火鼎盛，后来山下的禅源寺建起来了，这里就成为了“老殿”。,2019-07-24 15:39:51
缤纷午茶,s-star5,天目山原本为一片广阔海域，数亿年前，经褶皱，断裂，火山喷发，形成了天目山的主体。又经过第四纪冰川的刻画，构成了今日峰峦起伏，峡谷众多，怪石林立，景致秀奇的天目山。天目山冰川大峡谷的奇特风貌，也堪称地球史上的一个谜中谜。被地质学家李四光称为“华东地区古冰川遗迹之典型”。沿峡谷前行，只见区内溪潭众多，瀑布瀑石相连。冰川大石浪，更是壮观和磅礴。,2019-05-13 23:20:32
岁月如歌,s-star4,一家人徒步天目山，寺庙拜个佛，初春的季节踏青一回。,2019-07-18 15:44:51
寒江独钓,s-star1,都什么年代了，全国其它旅游景点对70岁以上的老年人都是免门票的，对60岁以上的老年人也是有优惠的，比如成都和贵州对60岁以上的老年人都是免门票的，可天目山对70岁以上的老年人还要收取半票，太黑了吧？,2019-07-14 10:58:24
琴声悠扬1951,s-star5,气候宜人，已是近7月份，仍然凉爽舒适，空气负氧离子达到几万个。,2019-07-09 15:41:56
蚂蜂窝用户,s-star3,很一般，票价136，还不包括车费，结果景区也算比较单调,2019-05-03 13:33:09
糸一颗小宇宙,s-star4,【080711】迷路了，一己之力摸索返程,2019-03-13 20:42:55
小猪猪侠,s-star4,天目山其实不高，但是非常幽静，能让人忘记了都市的喧嚣。,2019-03-04 16:59:06
小琴子,s-star5,风景秀丽   值得一家人休闲旅游,2019-01-11 17:10:53
福气多多,s-star5,"素有“大树华盖闻九州”之誉的天目山，地处浙江省杭州市西北部临安区境内，浙皖两省交界处，距杭州84公里，在杭州至黄山黄金旅游线中段。主峰仙人顶海拔1506米。古名浮玉山，“天目”之名始于汉，有东西两峰，顶上各有一池，长年不枯，故名。是韦陀菩萨的道场。动植物种类繁多，珍稀物种荟萃，为国家教学科研重要基地。被国家授予""全国青少年科技教育基地""、""全国科普教育基地""。天目山峰峦叠翠，古木葱茏，有奇岩怪石之险，有流泉飞瀑之胜，素负""大树王国""""清凉世界""盛名，为古今揽胜颐神胜地。天目千重秀，灵山十里深，她赋予人类享之不竭的璀璨文化与独特的大自然风韵。",2018-10-30 15:44:28
凡人童,s-star4,门票太贵，秋色确实漂亮，因山高，树叶黄得比较早。,2018-10-27 20:01:49
西瓜大表哥🌞,s-star5,唯一吐槽  门票好贵啊！ 网上提前预定也要105不含景区交通。今天2018年9月28号 从杭州良渚家里8.30出发 青山湖上高速到景区门口差不多10点，可能是工作日原因没啥人，自驾车过来路况还不错 景区门口停车费10元，进景区到了禅源寺边上的古道开始爬山 到大树王这边差不多快3个小时，然后到开山老殿休整一会 继续爬向仙人峰 路杯提示上下1个半小时  可能是路也不太好 （听一起爬山的本地大叔说这段路和清凉峰差不多）也可能自己体能跟不上了  用了1小时15分钟到达山顶 远处可以看到龙王峰和东天目山，当然还有几个不认识的高峰。 风景不错的！下次去爬爬清凉峰跟龙王山。,2018-09-28 20:57:38
kevinwei88,s-star4,"去的是大树王景区,亲近大自然很不错,也是红色基地，就是上山下山路上景区车坐的想吐，走步一会山路，感觉山路由于树木遮挡乏善可陈，倒是大树王景点还有些看头",2018-09-14 04:39:11
XIAOLUXIN,s-star5,爬一爬山还是很有意思的。大家可以运动下,2018-09-03 22:14:36
吾心安处,s-star4,自然风光，4A景区，宗教之旅、自然之旅、人文之旅。,2018-09-03 15:39:48
许cat(恒通电脑),s-star5,氧吧，收心之地，.静静地坐着也是一种轻松，慢的让你忘了一切喧嚣。,2018-08-28 12:36:36
Fay.,s-star3,夏季是天目山的旅游旺季，山里着实是挺凉快的～我们是一家子出行，算是半佛系半健身吧，所以就选择了“西天目山”及其附近的景点。,2018-08-16 13:03:45
Ellen,s-star5,适合春秋徒步 夏季注意蚊虫 防暑,2018-08-12 13:15:08
顽童,s-star5,是忽悠人的地方，山上啥也没有，洗肺，,2018-08-11 19:39:26
侠盗二代,s-star5,之前我们在天目山进行野外实习，待过一个星期。天目山，不愧是大树华盖闻九州，可谓避暑的好去处,2018-08-11 14:56:11
盛斗士摩旅,s-star5,天目山的溪水比安吉的水量大，水流速度快，很适合玩水。玩过以后觉得还不愿意走，其实天目山上可以玩的景点很多，但都是要出钱买门票的，所以我们都没有进入。,2018-08-11 11:57:11
坐看云起,s-star3,天目山，离上海近，短途游非常适合，自驾三天足够。个人感觉天目大峡谷一般般，家庭票价200，有些玩水项目，没兴趣玩水的，就是爬爬山，看看火山石，景致一般。大树王国和漂流很不错，第一次玩漂流的我们还是很享受的。,2018-08-10 16:18:17
北瓜麻麻在路上,s-star5,天目山的确是个很不错的地方，山清水秀，关键还不热，很适合亲子游。有一块专门玩水的区域，我们逗留了很久。山边引出的清泉，冰冰凉凉。水中吊桥，有些娃走了好多次啊，人都黑了一圈，还有游船可以坐，吹吹山中凉风的感觉很不错。很长一段爬山的路都是石阶，而且有顶棚，不晒。等走到顶棚的尽头还可以继续往上爬，我们就此打道回府了哈哈。,2018-07-30 12:14:18
桃宫莓,s-star5,游玩时间大概两个半小时，边走边拍美景留念，出了景区可乘景区小公交，天目山“大树王”游览攻略：（顺时针走比较省力，基本是一路下坡路），西天目山不愧是个大自然天然的养吧，避暑之地。,2018-07-28 16:16:21
潜杭者,s-star5,天目山这里峭壁突兀，怪石林立，峡谷众多，自然景观优美，堪称“江南奇山”，是浙江有名的高山。,2018-07-16 11:15:41
月亮的心,s-star5,三点来到天目山，由于时间紧就花20元一位坐景区巴士上山，三人专车，估计我们上山晚了。下山班车最晚五点，我们商量一下自己沿着山里古步道下山，想想就一千多米高，就走下去吧。山上古寺，说是开山古寺，已有800年以上。千年古树望不到树梢。山路上很幽静，游客很少，沿途都是几个人都抱不下的上千年的红杉柳。来到张公舍，据说是道家的发源地。山路很难走，一千多米走了三个半小时，但山里空气太好了，走在原始森林里的感觉就是不一样。很喜欢这样幽静的地方。,2018-07-08 08:24:45
QQQQ,s-star5,西天目山千年古道起始点在禅源古寺左边的一条小路那。千年古道的路线图，途径大树王，还可以登顶仙人顶。到大树王全程好差800多米，我们花了2个多小时。如果去仙人顶，仙人顶海拔有1500米，最好预留更多时间吧。光影感的小路。开始漫漫上山路。途径一棵被烧没了的树，因为游客的一个烟头。沿着上山路都是超超超超大的柳杉，感觉记忆里上次看到那么大大大大大高高高高高的树还是在台湾阿里山。好神奇的感觉。终于爬到了大树王。可怜，被游客剥皮剥到枯死……边上还有一棵新大树王。我们没有往仙人顶方向继续登高，往开山老殿方向前往龙凤尖停车场搭景区巴士下山。下去没有带拐杖，怕膝盖会废了，全程登高848米，用时2个半小时。还好没有带爸妈来。好久没运动的我全程靠好友鼓励爬上来的。我记得出游前我还问她，我们这次两天都爬山，你可以的吧？结果没想到我误以为自己是个白金，最后却是个青铜……爬完西天目山，坐20块的景区巴士下了山，就已经5点了，西天目山的柳杉很震撼。,2018-06-24 18:56:41
荪荪,s-star5,开始爬天目山啦。这是一趟名副其实的吸氧之旅，累并享受着。刚登山看到倒下的大树，一圈一圈都是岁月的年轮。虽是酷暑，在这样清凉的所在，就算是最贵的空调吹出的自然风也不能相比～大概需要三个我才能抱住大树，新大树王下，以瑜伽的“树式”动作向这棵五十米高的银杏大树致敬。,2018-06-20 21:35:26
何草不黄是六六,s-star5,关注“天目山”微信公众号，可以在上面的“官方商城”购买天目山景区、冰川大峡谷、天目大峡谷景区门票，也可购买天目山和天目大峡谷的联票(联票优惠价188元)。注：上面写着订票成功2小时后使用，然而我们一个小时就用了，景区方面并没提起2小时这个梗。(其他途径订票不知是否需要遵循此规定)，景区公交单程20元，往返40元。景区门票建议提前订好，取票可以在山脚售票处，也可以在半山腰岗亭服务处(适用于半途上车的游客)。公交到半山腰岗亭服务处，会让半途上车的游客下车买公交票和取景区门票。天目山森林属性，山里有好多昆虫，包括但不限于蝴蝶、蜻蛉、青蛙、臭蝽、卷叶象、竹节虫、螳螂……孩子玩得好开心，还捉了蚱蜢和蝈蝈回来，哈哈。,2018-06-18 21:54:57
邯郸三皮,s-star4,2小时游览天目山，天目山网上很多介绍了，古树参天，负离子号称全国第一。门票140还是小贵。山上民宿还是自驾为主，穷游还有诸多不便，只能依赖景区及公共交通，一定注意2个末班时间。出景区门口，来时的小巴末班17：40，晚一分不等人，还好17：25到大门。,2018-06-17 15:12:32
弦上黄莺语,s-star5,西天目山开发完善。到了游客中心门口，要换乘景区小巴车到景区入口，还好可以带宠物上小巴车，宠物也可以坐缆车。,2018-06-16 17:14:31
4332weizi,s-star3,离杭州挺远的，本来选择做公交去，到了就后悔了，应该开车去。坐公交可以从杭州西站坐大巴到於潜，然后从於潜车站对面坐公交直达天目山。临安市政公众号可以查询公交站点时间。天目山景区里面，仙人顶爬上去要一个多小时，一路上也没什么风景，老人和带小孩的就别往上跑了。最好坐车上天目山，徒步爬上去一路也是没什么景色。我们是坐车上走路下的，下来也得一个多小时，下来的时候天快黑了，一路上也没什么人，挺吓人的。。。。。,2018-06-14 14:20:43
追风筝的人,s-star5,西天目山比东天目山高，以郁郁葱葱的大树王国为主哦！所以，亲们千万别搞错了！免得买了西天目山的票，结果自己去了东天目山，那可是冤枉啦！在西天目山，不用太担心爬山，山上的路比较平缓，强度不大。即便是最炎热的夏日，这里也是绿荫浓密，凉风习习，最适合避暑。沿着石阶而上，你能看到溪水潺潺动人，山间碧绿如新，偶尔有阵清风吹来，顿感心旷神怡。,2018-06-12 20:08:26
华亭杜少卿,s-star5,西天目山由于是自然保护区，所以商业化程度低，开放时间是早上八点到晚上5点，所以也不能太晚出来，因为山里面我看是没有路灯的，这点要注意，尤其是徒步上下山的要特别注意安全。关于徒步上山的路线，我走的就是经典的千年古道路线，第一站就是山脚的禅院寺，接着就是昭明太子读书处，现在叫做天目书院，对于喜欢人文景观的我自然要去看了。西天目山大门口经典的国家地理标志西天目山是国家级自然保护区，我们进山不要留下垃圾，出山就留下脚印千年古道路线照片贴的顺序比较随意，不按照景点的出现，下山的时候是一个人慢慢走下来的，一开始还担心会不会遇到蛇之类的野生动物，但是没有遇到，只要走徒步道，一般是不会碰到的，还有就是最好带着登山杖，一来上下山可以借力，二来可以打草惊蛇。还有就是下山不可太晚，因为没有路灯，石板路天黑的时候走起来也不安全。,2018-06-09 22:46:23
Monica,s-star5,沿着山路上上下下的行走，这个山上都没什么人，有种做山大王的感觉。在这里摄影，不需要等行人走过才能拍，简直是太好了，我的地盘我做主，vip的感觉。幸运的是我还采到了许多野草莓，味道好极了。夜晚很幸运地看到了满天星空，从小到大不曾见过那么多星星，就跟动画片里看到的那种感觉一样，完全被笼罩在星空底下。享受着星空，和家人朋友闲话家常，气氛棒呆了。早晨，在无人的山道上散步，真是让人感觉很舒服。莫名的有些不舍得，真的很羡慕有些人能够生活在环境如此优美的地方。天目山上人不多，人们也很热情，环境优美，空气清新，天空很蓝，水非常的干净，还有一点甜。传说“宁可食无肉，不可居无竹”就是在这里写出来的。总体体验还是很棒的！,2018-05-06 12:31:05
碧波无心,s-star5,古道古树，清幽清人。十月底去的，2小时到大树王，没上仙人顶。下次可以乘车到龙凤尖，再上仙人顶，省体力。,2018-05-02 21:33:49
